w1  w2
146.0500016543401 -93.9499983456599
117.61756626657687 -122.38243373342313
107.22388921965509 -132.7761107803449
130.9798268591917 -109.02017314080831
136.73589766013262 -103.26410233986738
106.6110802412809 -133.3889197587191
101.04190496943238 -138.95809503056762
118.5883033274713 -121.4116966725287
138.71410024441093 -101.28589975558907
126.46328784600065 -113.53671215399935
113.60606432612438 -126.39393567387562
133.43755284638658 -106.56244715361342
150.17138605038141 -89.82861394961859
143.23422070725022 -96.76577929274978
132.63860662846446 -107.36139337153554
132.96336276741206 -107.03663723258794
140.87102724942906 -99.12897275057094
133.14081732695058 -106.85918267304942
132.3237300238125 -107.67626997618751
132.28034294180452 -107.71965705819548
117.31663818395324 -122.68336181604676
120.2761141165529 -119.7238858834471
153.35292851484928 -86.64707148515072
164.67320418608642 -75.32679581391358
135.21441880294879 -104.78558119705121
107.92198345592578 -132.07801654407422
119.31774173191707 -120.68225826808293
125.71820751894391 -114.28179248105609
94.43888818218787 -145.56111181781213
81.53321518080655 -158.46678481919344
69.35217400274041 -170.6478259972596
48.91740875752612 -191.08259124247388
69.958619314938 -170.041380685062
78.89721031113142 -161.1027896888686
80.76388697307266 -159.23611302692734
88.3556306154187 -151.6443693845813
84.5193005548608 -155.48069944513918
111.27403550271947 -128.72596449728053
123.16239903595488 -116.83760096404512
104.20813609769584 -135.79186390230416
84.07136686938657 -155.92863313061343
94.48800730141556 -145.51199269858444
85.04732797146335 -154.95267202853665
24.84767113375847 -215.15232886624153
-15.239696735555754 -255.23969673555575
-24.893685754957918 -264.8936857549579
-23.135463661783888 -263.1354636617839
-82.16403326890031 -322.1640332689003
-149.41215095540568 -389.41215095540565
-140.1788004754344 -380.1788004754344
-80.2005498717258 -320.2005498717258
-48.56316235543637 -288.56316235543636
-45.159718465194594 -285.1597184651946
-22.432752482835895 -262.4327524828359
-31.57050489625817 -271.57050489625817
-21.385816902006347 -261.38581690200635
-41.1691292581113 -281.1691292581113
-42.26971409824864 -282.26971409824864
-83.00660742392074 -323.00660742392074
-92.66154777863176 -332.66154777863176
-107.96216804917913 -347.9621680491791
-67.24432788440117 -307.2443278844012
-51.92042098543426 -291.92042098543425
-0.3186469997604036 -240.3186469997604
-5.4534647552663955 -245.4534647552664
-2.955687184959515 -242.95568718495952
-25.974110142357397 -265.9741101423574
-34.298758578288016 -274.298758578288
-9.317212892429325 -249.31721289242932
1.94764287463795 -238.05235712536205
-30.75852722629224 -270.75852722629224
-61.927767614014115 -301.9277676140141
-11.078477457308054 -251.07847745730805
-48.40047162026303 -288.40047162026303
-38.038857460438976 -278.038857460439
-87.50915290599004 -327.50915290599005
-46.1856722686639 -286.1856722686639
-3.7763276874939034 -243.7763276874939
-30.63556051230853 -270.63556051230853
-7.077763473961113 -247.0777634739611
-7.760465687126725 -247.76046568712673
-13.111204434796491 -253.1112044347965
-7.281176340765343 -247.28117634076534
29.05009077881596 -210.94990922118404
82.73560625348544 -157.26439374651454
91.51286016995755 -148.48713983004245
87.51944437964903 -152.48055562035097
80.19420535277503 -159.80579464722496
75.87538923292686 -164.12461076707314
75.50734088096215 -164.49265911903785
69.40681041778089 -170.5931895822191
52.368361749174696 -187.6316382508253
43.05372922928791 -196.9462707707121
46.58348444721514 -193.41651555278486
38.84477548549831 -201.1552245145017
62.80909404390877 -177.19090595609123
79.10847761473498 -160.89152238526503
27.8103652903269 -212.1896347096731
-86.42590208493901 -326.425902084939
-143.42964398748154 -383.42964398748154
-208.4007409061873 -448.4007409061873
-121.58726832926097 -361.58726832926095
-65.69249483819885 -305.69249483819885
-45.11005198791554 -285.11005198791554
8.254654302697418 -231.74534569730258
67.47356290353262 -172.52643709646736
73.69225671355845 -166.30774328644156
19.515020476647347 -220.48497952335265
12.313948485036235 -227.68605151496376
54.05017145457987 -185.94982854542013
103.83580280858314 -136.16419719141686
85.65043843809828 -154.34956156190174
54.672578216079735 -185.32742178392027
55.06105243329921 -184.9389475667008
92.65146424452134 -147.34853575547868
115.51469426574157 -124.48530573425843
131.06822991276385 -108.93177008723615
110.96686099622002 -129.03313900377998
87.78258389671737 -152.21741610328263
105.71806292866813 -134.28193707133187
103.91562694635743 -136.08437305364257
83.10321441089582 -156.89678558910418
38.81509183322805 -201.18490816677195
11.82147349885554 -228.17852650114446
-33.18618468762861 -273.1861846876286
-71.11470174230315 -311.11470174230317
9.145072381208594 -230.8549276187914
1.9548614862064824 -238.04513851379352
13.174380778193605 -226.8256192218064
14.661748230761077 -225.33825176923892
4.973518476189838 -235.02648152381016
58.96191668529036 -181.03808331470964
58.546534759504084 -181.45346524049592
55.64484058458583 -184.35515941541416
66.58067138864499 -173.419328611355
98.409177611039 -141.590822388961
146.0426837468067 -93.95731625319331
164.41151448621486 -75.58848551378514
150.17061826611913 -89.82938173388087
149.92500951112197 -90.07499048887803
161.7856087444943 -78.21439125550569
142.21908307015883 -97.78091692984117
115.20211552239792 -124.79788447760208
122.75247910313327 -117.24752089686673
171.62391014210334 -68.37608985789666
173.4595075812558 -66.54049241874421
128.8874367322978 -111.1125632677022
115.08280536202756 -124.91719463797244
134.26761102333418 -105.73238897666582
148.4717386655684 -91.52826133443159
138.08290806903688 -101.91709193096312
123.43077824996502 -116.56922175003498
147.27254994147597 -92.72745005852403
160.26710422045468 -79.73289577954532
133.91282816426514 -106.08717183573486
116.61442553818097 -123.38557446181903
121.5308777536043 -118.4691222463957
134.5023426201155 -105.49765737988449
122.50513824473863 -117.49486175526137
107.26746020867222 -132.73253979132778
99.9000364280773 -140.0999635719227
117.86453007513408 -122.13546992486592
137.11797488190493 -102.88202511809507
160.61135072251273 -79.38864927748727
178.24592725238887 -61.75407274761113
170.08445077271196 -69.91554922728804
158.84337064292458 -81.15662935707542
156.3296868454113 -83.67031315458871
145.44038516317553 -94.55961483682447
126.1742007850794 -113.8257992149206
128.31394717211606 -111.68605282788394
146.04676904681537 -93.95323095318463
137.80635125925573 -102.19364874074427
98.39061767924112 -141.60938232075887
81.77613675077919 -158.2238632492208
34.41061026774014 -205.58938973225986
10.919842281782167 -229.08015771821783
40.3066759734711 -199.6933240265289
74.92164844065017 -165.0783515593498
119.83197047908243 -120.16802952091757
108.41037502004747 -131.58962497995253
47.0519806932798 -192.9480193067202
21.27269226357975 -218.72730773642024
3.6710808343591452 -236.32891916564085
16.53657530548071 -223.4634246945193
50.4844350129274 -189.5155649870726
83.59363845528515 -156.40636154471485
86.87503917953836 -153.12496082046164
79.7203483940807 -160.2796516059193
69.54971104209517 -170.45028895790483
71.0266298529923 -168.9733701470077
69.48403630225266 -170.51596369774734
65.35334614464273 -174.64665385535727
66.51680716014424 -173.48319283985575
95.57593917768737 -144.42406082231264
106.64723433036444 -133.35276566963557
111.67943266562725 -128.32056733437275
155.2527841950159 -84.74721580498411
171.16613803896283 -68.83386196103717
127.91128722590062 -112.08871277409938
70.38766382240875 -169.61233617759126
45.34724681456373 -194.65275318543627
53.48407420103969 -186.51592579896032
57.0709081822547 -182.9290918177453
44.944282690113596 -195.0557173098864
4.29882237799984 -235.70117762200016
0.500977986491762 -239.49902201350824
44.94770759592757 -195.05229240407243
41.41960790704661 -198.5803920929534
-8.455513958129359 -248.45551395812936
-70.17700663544248 -310.17700663544247
-66.16778471066984 -306.1677847106698
-66.31251527343011 -306.3125152734301
-81.82575749761008 -321.8257574976101
-60.4546432194743 -300.4546432194743
-59.39421658389118 -299.3942165838912
-76.18180969603507 -316.1818096960351
-68.27908589532899 -308.279085895329
-33.45982818824996 -273.45982818824996
-1.3459159456592715 -241.34591594565927
2.109531981372129 -237.89046801862787
-14.949152037700514 -254.94915203770051
16.93674064633069 -223.0632593536693
72.58048475692476 -167.41951524307524
122.5360263507905 -117.4639736492095
107.73554134411461 -132.2644586558854
62.51751791996413 -177.48248208003588
53.75798478910201 -186.242015210898
12.885639784871275 -227.11436021512873
-47.11717726680446 -287.11717726680445
-27.59593516147788 -267.5959351614779
-40.57633601751968 -280.5763360175197
-36.07401330819221 -276.0740133081922
-34.20521294156924 -274.20521294156924
-64.56584229266262 -304.56584229266264
-38.220421556930425 -278.22042155693043
-25.540763761169273 -265.5407637611693
-58.10289563218294 -298.10289563218294
-89.78792260020964 -329.78792260020964
-109.26236157478797 -349.262361574788
-97.12412848894607 -337.1241284889461
-104.69708290729477 -344.69708290729477
-109.47440219438387 -349.47440219438386
-85.41932104682427 -325.4193210468243
-84.41258871080527 -324.41258871080527
-10.01600069702863 -250.01600069702863
-56.40156430733395 -296.40156430733396
-71.6375842904913 -311.6375842904913
-55.152394490412 -295.152394490412
-64.47056521099285 -304.47056521099285
-74.37055011922028 -314.3705501192203
-77.04968924757759 -317.0496892475776
-71.37680436341452 -311.3768043634145
-90.28405001714873 -330.28405001714873
-131.77482137372 -371.77482137372
-144.98293854272472 -384.9829385427247
-184.58313805294756 -424.58313805294756
-156.0987516739738 -396.09875167397377
-122.21047802677231 -362.2104780267723
-94.92825466069417 -334.92825466069417
-103.67518084205084 -343.67518084205085
-96.54001731603512 -336.5400173160351
-24.383414851498404 -264.3834148514984
8.624201116011136 -231.37579888398886
-16.46630372867139 -256.4663037286714
5.167314635184994 -234.832685364815
17.550409561798457 -222.44959043820154
-104.64296055260318 -344.6429605526032
-30.31973923150645 -270.31973923150645
-38.30171779129569 -278.3017177912957
95.22325223284133 -144.77674776715867
111.60866420842058 -128.39133579157942
18.493527155161704 -221.5064728448383
-10.319161208371495 -250.3191612083715
8.726235495474612 -231.2737645045254
21.196737474277146 -218.80326252572286
31.69396796447108 -208.30603203552892
66.67213323214082 -173.32786676785918
84.02309156530873 -155.97690843469127
66.46199221773213 -173.53800778226787
17.279971276524975 -222.72002872347502
-11.271904251210799 -251.2719042512108
-7.296118539333747 -247.29611853933375
-48.39757997699144 -288.39757997699144
-45.94789403001005 -285.94789403001005
-58.54443994142638 -298.5444399414264
-53.31372970348047 -293.3137297034805
-20.245913936218585 -260.2459139362186
-16.306115043453246 -256.30611504345325
28.90425703485153 -211.09574296514847
100.71251577840576 -139.28748422159424
82.97835316066721 -157.0216468393328
55.59414557333412 -184.40585442666588
46.09602461313671 -193.9039753868633
57.723181664022825 -182.27681833597717
41.97623816418218 -198.02376183581782
43.030905409018025 -196.96909459098197
57.75098919393484 -182.24901080606514
64.68250535890319 -175.3174946410968
46.24073453702293 -193.75926546297705
22.96866866088203 -217.03133133911797
10.144298691220683 -229.85570130877932
-27.137100306971206 -267.1371003069712
-48.521412727015104 -288.5214127270151
-19.901628165962848 -259.90162816596285
10.642147996336462 -229.35785200366354
-20.169116237678736 -260.16911623767874
-89.61524372162833 -329.6152437216283
-111.48743844313276 -351.48743844313276
-108.32453777641012 -348.3245377764101
-75.56771433755738 -315.5677143375574
2.0425737204700454 -237.95742627952995
36.55048267461143 -203.44951732538857
20.482470133507828 -219.51752986649217
-23.647358820069254 -263.64735882006926
-38.39617632783211 -278.3961763278321
-16.293384763837366 -256.29338476383737
-8.353178924019629 -248.35317892401963
-19.162312805377496 -259.1623128053775
-7.864813180473901 -247.8648131804739
43.24042064513969 -196.7595793548603
101.52764456652496 -138.47235543347506
106.34806560540846 -133.65193439459154
89.40319647043316 -150.59680352956684
121.9849282993509 -118.0150717006491
128.8608700841346 -111.1391299158654
95.82721224812802 -144.17278775187197
100.09821817088414 -139.90178182911586
121.32532304954292 -118.67467695045708
116.31106237993619 -123.68893762006381
97.8173682079746 -142.1826317920254
79.89574882938814 -160.10425117061186
80.21637317647583 -159.78362682352417
80.51007393930284 -159.48992606069714
64.18241764129743 -175.81758235870257
102.80055881799309 -137.19944118200692
136.8944085270682 -103.10559147293179
113.88896584069788 -126.11103415930212
51.58071431111921 -188.4192856888808
31.6448847005754 -208.3551152994246
47.000301006897196 -192.9996989931028
63.40717348637689 -176.5928265136231
92.0308931001541 -147.96910689984588
94.86588116806979 -145.1341188319302
82.1499148106841 -157.8500851893159
77.10896058196568 -162.89103941803432
89.62762749027434 -150.37237250972566
114.6968673401266 -125.3031326598734
126.60206802538731 -113.39793197461269
94.8178058609569 -145.1821941390431
18.957108271823014 -221.04289172817698
-59.680163160404845 -299.68016316040485
-16.04420290293865 -256.04420290293865
-12.249599268724978 -252.24959926872498
45.94053207153593 -194.05946792846407
84.46790106105347 -155.53209893894655
48.16594698677818 -191.83405301322182
1.0862201083741638 -238.91377989162584
-4.536556370236667 -244.53655637023667
34.77644752228616 -205.22355247771384
45.588074332676115 -194.41192566732389
7.851878947931709 -232.1481210520683
-3.428059649265833 -243.42805964926583
9.94410869936246 -230.05589130063754
-35.550435731029204 -275.5504357310292
-102.86699346680324 -342.86699346680325
-92.47108824713769 -332.4710882471377
-56.24491372963029 -296.2449137296303
-75.40551690816166 -315.40551690816164
-66.83687272013822 -306.8368727201382
-54.45960076900929 -294.4596007690093
-46.56439621107393 -286.5643962110739
-30.634938745173258 -270.63493874517326
-21.697138226414154 -261.69713822641415
-11.743336717860075 -251.74333671786007
-21.568450800107716 -261.5684508001077
-40.799232019746796 -280.7992320197468
-45.3488506990293 -285.3488506990293
-39.51534294363955 -279.51534294363955
-35.928952727165786 -275.9289527271658
-50.694980697670864 -290.69498069767087
-79.03035382250118 -319.0303538225012
-128.63449058384504 -368.63449058384504
-136.0962036390165 -376.0962036390165
-99.29203984431618 -339.29203984431615
-9.322095955041275 -249.32209595504128
5.92631551688919 -234.0736844831108
-19.85999489920323 -259.85999489920323
-21.290340512362036 -261.29034051236204
-1.973491645802369 -241.97349164580237
28.286792129423247 -211.71320787057675
41.34045583817669 -198.6595441618233
36.51739267131188 -203.48260732868812
42.60978777479251 -197.3902122252075
58.16440718203103 -181.83559281796897
45.7006612636269 -194.2993387363731
52.4380118707004 -187.5619881292996
89.15175019750859 -150.8482498024914
77.78421360185077 -162.21578639814925
58.684221948402424 -181.3157780515976
51.98063421067264 -188.01936578932737
46.9181469285736 -193.0818530714264
52.96608979455186 -187.03391020544814
79.67163849232111 -160.3283615076789
91.88686971040624 -148.11313028959376
62.92253822113891 -177.0774617788611
22.11323926767455 -217.88676073232546
-2.6234789766490394 -242.62347897664904
-27.086946304674715 -267.0869463046747
-62.724134643481655 -302.72413464348165
-75.02711732196349 -315.0271173219635
-63.02686329495144 -303.02686329495145
-73.9055973694576 -313.9055973694576
-81.7188343326229 -321.7188343326229
