td1 td2
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
1.0  1.41
